Date,Open,High,Low,Close,Volume
185.2,187.1,184.5,186.3,52000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
186.3,188.5,186.1,188.2,48000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
188.2,189.9,187.5,189.1,55000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
189.1,190.5,188.8,190.2,42000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
190.2,191.2,189.5,190.8,39000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
190.8,192.3,190.1,191.9,45000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
191.9,193.0,191.5,192.5,41000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
192.5,194.1,192.2,193.8,47000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
193.8,195.2,193.5,194.6,50000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
194.6,196.0,194.2,195.5,43000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
195.5,197.1,195.1,196.8,46000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
196.8,198.5,196.5,198.1,53000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
198.1,199.2,197.8,198.9,40000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
198.9,200.5,198.5,199.8,58000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
199.8,201.2,199.5,200.7,44000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
200.7,202.3,200.1,201.9,49000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
201.9,203.0,201.5,202.5,41000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
202.5,204.1,202.2,203.8,51000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
203.8,205.2,203.5,204.6,48000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
204.6,206.0,204.2,205.5,42000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
205.5,207.1,205.1,206.8,45000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
206.8,208.5,206.5,208.1,52000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
208.1,209.2,207.8,208.9,39000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
208.9,210.5,208.5,209.8,55000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
209.8,211.2,209.5,210.7,43000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
210.7,212.3,210.1,211.9,47000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
211.9,213.0,211.5,212.5,40000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
212.5,214.1,212.2,213.8,50000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
213.8,215.2,213.5,214.6,46000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
214.6,216.0,214.2,215.5,44000000.0,DIS,a5a0d52ffc9542209c9cf8d28a91c1f0,2026-04-25T21:49:38.220708
185.2,187.1,184.5,186.3,52000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
186.3,188.5,186.1,188.2,48000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
188.2,189.9,187.5,189.1,55000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
189.1,190.5,188.8,190.2,42000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
190.2,191.2,189.5,190.8,39000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
190.8,192.3,190.1,191.9,45000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
191.9,193.0,191.5,192.5,41000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
192.5,194.1,192.2,193.8,47000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
193.8,195.2,193.5,194.6,50000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
194.6,196.0,194.2,195.5,43000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
195.5,197.1,195.1,196.8,46000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
196.8,198.5,196.5,198.1,53000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
198.1,199.2,197.8,198.9,40000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
198.9,200.5,198.5,199.8,58000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
199.8,201.2,199.5,200.7,44000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
200.7,202.3,200.1,201.9,49000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
201.9,203.0,201.5,202.5,41000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
202.5,204.1,202.2,203.8,51000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
203.8,205.2,203.5,204.6,48000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
204.6,206.0,204.2,205.5,42000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
205.5,207.1,205.1,206.8,45000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
206.8,208.5,206.5,208.1,52000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
208.1,209.2,207.8,208.9,39000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
208.9,210.5,208.5,209.8,55000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
209.8,211.2,209.5,210.7,43000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
210.7,212.3,210.1,211.9,47000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
211.9,213.0,211.5,212.5,40000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
212.5,214.1,212.2,213.8,50000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
213.8,215.2,213.5,214.6,46000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
214.6,216.0,214.2,215.5,44000000.0,DIS,b652fad3bc18486f84b91e9630d8dd96,2026-04-25T22:02:31.848112
110.2,112.1,109.5,111.3,8000000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
111.3,113.5,110.1,112.2,7500000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
112.2,114.9,111.5,113.1,9000000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
113.1,115.5,112.8,114.2,6800000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
114.2,116.2,113.5,115.8,7200000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
115.8,117.3,114.1,116.9,8100000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
116.9,118.0,115.5,117.5,7400000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
117.5,119.1,116.2,118.8,7900000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
118.8,120.2,117.5,119.6,8500000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
119.6,121.0,118.2,120.5,7700000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
120.5,122.1,119.1,121.8,8200000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
121.8,123.5,120.5,122.1,8800000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
122.1,124.2,121.8,123.9,7100000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
123.9,125.5,122.5,124.8,9300000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
124.8,126.2,123.5,125.7,7600000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
125.7,127.3,124.1,126.9,8400000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
126.9,128.0,125.5,127.5,7000000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
127.5,129.1,126.2,128.8,8600000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
128.8,130.2,127.5,129.6,8100000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
129.6,131.0,128.2,130.5,7300000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
130.5,132.1,129.1,131.8,7800000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
131.8,133.5,130.5,132.1,8900000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
132.1,134.2,131.8,133.9,6900000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
133.9,135.5,132.5,134.8,9500000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
134.8,136.2,133.5,135.7,7500000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
135.7,137.3,134.1,136.9,8200000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
136.9,138.0,135.5,137.5,7100000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
137.5,139.1,136.2,138.8,8400000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
138.8,140.2,137.5,139.6,7900000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
139.6,141.0,138.2,140.5,7600000.0,DIS,ae3d04180c624cc0833200df64690072,2026-04-25T22:04:29.525378
110.2,112.1,109.5,111.3,8000000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
111.3,113.5,110.1,112.2,7500000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
112.2,114.9,111.5,113.1,9000000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
113.1,115.5,112.8,114.2,6800000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
114.2,116.2,113.5,115.8,7200000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
115.8,117.3,114.1,116.9,8100000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
116.9,118.0,115.5,117.5,7400000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
117.5,119.1,116.2,118.8,7900000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
118.8,120.2,117.5,119.6,8500000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
119.6,121.0,118.2,120.5,7700000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
120.5,122.1,119.1,121.8,8200000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
121.8,123.5,120.5,122.1,8800000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
122.1,124.2,121.8,123.9,7100000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
123.9,125.5,122.5,124.8,9300000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
124.8,126.2,123.5,125.7,7600000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
125.7,127.3,124.1,126.9,8400000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
126.9,128.0,125.5,127.5,7000000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
127.5,129.1,126.2,128.8,8600000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
128.8,130.2,127.5,129.6,8100000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
129.6,131.0,128.2,130.5,7300000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
130.5,132.1,129.1,131.8,7800000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
131.8,133.5,130.5,132.1,8900000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
132.1,134.2,131.8,133.9,6900000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
133.9,135.5,132.5,134.8,9500000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
134.8,136.2,133.5,135.7,7500000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
135.7,137.3,134.1,136.9,8200000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
136.9,138.0,135.5,137.5,7100000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
137.5,139.1,136.2,138.8,8400000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
138.8,140.2,137.5,139.6,7900000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
139.6,141.0,138.2,140.5,7600000.0,DIS,600688f762c540ee9af56514c40e0f11,2026-04-25T22:42:59.534859
110.2,112.1,109.5,111.3,8000000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
111.3,113.5,110.1,112.2,7500000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
112.2,114.9,111.5,113.1,9000000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
113.1,115.5,112.8,114.2,6800000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
114.2,116.2,113.5,115.8,7200000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
115.8,117.3,114.1,116.9,8100000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
116.9,118.0,115.5,117.5,7400000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
117.5,119.1,116.2,118.8,7900000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
118.8,120.2,117.5,119.6,8500000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
119.6,121.0,118.2,120.5,7700000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
120.5,122.1,119.1,121.8,8200000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
121.8,123.5,120.5,122.1,8800000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
122.1,124.2,121.8,123.9,7100000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
123.9,125.5,122.5,124.8,9300000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
124.8,126.2,123.5,125.7,7600000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
125.7,127.3,124.1,126.9,8400000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
126.9,128.0,125.5,127.5,7000000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
127.5,129.1,126.2,128.8,8600000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
128.8,130.2,127.5,129.6,8100000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
129.6,131.0,128.2,130.5,7300000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
130.5,132.1,129.1,131.8,7800000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
131.8,133.5,130.5,132.1,8900000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
132.1,134.2,131.8,133.9,6900000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
133.9,135.5,132.5,134.8,9500000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
134.8,136.2,133.5,135.7,7500000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
135.7,137.3,134.1,136.9,8200000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
136.9,138.0,135.5,137.5,7100000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
137.5,139.1,136.2,138.8,8400000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
138.8,140.2,137.5,139.6,7900000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
139.6,141.0,138.2,140.5,7600000.0,DIS,19a90fadda5d4f15bbf06d4e296635aa,2026-04-25T23:22:24.963182
